Product ID,Product Name,Product Name With Combination,Product Reference Code,Short Description,Description,EAN-13 Or JAN Barcode,Final Price Without Tax,Product Combinations ID,Is Default Combination,Quantity,Product Image Urls,Feature Composition,Feature Size,Feature Color,Feature Material,Feature Season,Feature Gender,Street Price,Feature Color Code,Attribute Group Color,Attribute Group Size,Manufacturer Name,Combinations EAN-13 Or JAN Barcode,Combinations Reference Code,Feature Made In,Default Category Tree,Feature Adults Gender Inclusive,is_shoe_detected,raw_size,normalized_size,size_type,normalized_colors_multi,normalized_colors
7707521,KNITTED MINI DRESS,"KNITTED MINI DRESS : Color - White, Size - L",610719_Q1AL39004,,<p>- SIDE ZIP CLOSURE  - BACK DRO</p>,,1080,152635079,0,1,"https://peppela.com/1902154/knitted-mini-dress.jpg,https://peppela.com/1902155/knitted-mini-dress.jpg,https://peppela.com/1902156/knitted-mini-dress.jpg,https://peppela.com/1902157/knitted-mini-dress.jpg",,,,,SS20,Woman,1980,,White,L,Alexander Mcqueen,,172254_1247,"Italy,ITALIA",Woman->Clothing->Dresses,,FALSE,L,L,Clothing,White,White
